Region,Resource,Zone,Cluster,AnnualSum
DE1 0,DE1 0 CCGT,1,0,8.62717e7
DE1 0,DE1 0 OCGT,1,0,9.765687e6
DE1 0,DE1 0 biomass,1,0,8.885959e7
DE1 0,DE1 0 coal,1,0,4.5336084
DE1 0,DE1 0 nuclear,1,0,1.7595537e9
DE1 0,DE1 0 oil,1,0,50.93175
DE1 0,DE1 0 onwind,1,0,3.1016472e7
DE1 0,DE1 0 ror,1,0,7.758354e7
DE1 0,DE1 0 solar,1,0,6.729291e8
DE1 1,DE1 1 CCGT,2,0,1690.1482
DE1 1,DE1 1 OCGT,2,0,690.88763
DE1 1,DE1 1 biomass,2,0,1.0766723e7
DE1 1,DE1 1 coal,2,0,4.544898
DE1 1,DE1 1 lignite,2,0,4.7766995
DE1 1,DE1 1 oil,2,0,36.113
DE1 1,DE1 1 onwind,2,0,5.7225356e7
DE1 1,DE1 1 ror,2,0,2.0710031e6
DE1 1,DE1 1 solar,2,0,4.8271036e7
DE1 10,DE1 10 CCGT,3,0,263.87335
DE1 10,DE1 10 OCGT,3,0,244.70702
DE1 10,DE1 10 biomass,3,0,2.6483494e7
DE1 10,DE1 10 coal,3,0,4.325106
DE1 10,DE1 10 offwind-ac,3,0,14.976148
DE1 10,DE1 10 oil,3,0,42.177277
DE1 10,DE1 10 onwind,3,0,2.1715146e8
DE1 10,DE1 10 ror,3,0,4.1554692e6
DE1 10,DE1 10 solar,3,0,7.723676e7
DE1 11,DE1 11 CCGT,4,0,2.722009e6
DE1 11,DE1 11 OCGT,4,0,1.9671054e6
DE1 11,DE1 11 onwind,4,0,8.959618e6
DE1 11,DE1 11 ror,4,0,2.1568534e8
DE1 11,DE1 11 solar,4,0,6.193843e8
DE1 12,DE1 12 OCGT,5,0,1.0077927e7
DE1 12,DE1 12 biomass,5,0,2.9132562e7
DE1 12,DE1 12 coal,5,0,4.7826524
DE1 12,DE1 12 nuclear,5,0,8.361142e8
DE1 12,DE1 12 oil,5,0,76.47776
DE1 12,DE1 12 onwind,5,0,5.261715e7
DE1 12,DE1 12 ror,5,0,1.0342518e8
DE1 12,DE1 12 solar,5,0,1.3825354e9
DE1 13,DE1 13 CCGT,6,0,2.3168132e7
DE1 13,DE1 13 OCGT,6,0,5.109083e6
DE1 13,DE1 13 onwind,6,0,8.03264e6
DE1 13,DE1 13 ror,6,0,3.4741766e8
DE1 13,DE1 13 solar,6,0,2.6280637e8
DE1 14,DE1 14 CCGT,7,0,7.7477544e7
DE1 14,DE1 14 OCGT,7,0,1856.8652
DE1 14,DE1 14 biomass,7,0,1.1011885e7
DE1 14,DE1 14 coal,7,0,4.5203166
DE1 14,DE1 14 lignite,7,0,5.031816
DE1 14,DE1 14 oil,7,0,51.854885
DE1 14,DE1 14 onwind,7,0,2.520898e8
DE1 14,DE1 14 ror,7,0,1.1191427e7
DE1 14,DE1 14 solar,7,0,1.8001872e8
DE1 15,DE1 15 CCGT,8,0,543.58484
DE1 15,DE1 15 OCGT,8,0,295.26758
DE1 15,DE1 15 biomass,8,0,7.720116e6
DE1 15,DE1 15 coal,8,0,4.507431
DE1 15,DE1 15 lignite,8,0,4.889978
DE1 15,DE1 15 onwind,8,0,1.2914893e8
DE1 15,DE1 15 ror,8,0,1.9824696e7
DE1 15,DE1 15 solar,8,0,6.6586532e7
DE1 16,DE1 16 CCGT,9,0,291.59622
DE1 16,DE1 16 OCGT,9,0,235.56607
DE1 16,DE1 16 biomass,9,0,1.7559392e7
DE1 16,DE1 16 coal,9,0,4.297661
DE1 16,DE1 16 nuclear,9,0,8.1185184e8
DE1 16,DE1 16 offwind-dc,9,0,8.002594e9
DE1 16,DE1 16 onwind,9,0,2.7843933e8
DE1 16,DE1 16 solar,9,0,7.080262e7
DE1 17,DE1 17 CCGT,10,0,475.97708
DE1 17,DE1 17 OCGT,10,0,212.39021
DE1 17,DE1 17 biomass,10,0,9.9216904e7
DE1 17,DE1 17 coal,10,0,4.3970723
DE1 17,DE1 17 offwind-ac,10,0,2.0042086e9
DE1 17,DE1 17 offwind-dc,10,0,3.1182877e8
DE1 17,DE1 17 onwind,10,0,1.7930865e9
DE1 17,DE1 17 ror,10,0,204553.7
DE1 17,DE1 17 solar,10,0,1.1569048e8
DE1 18,DE1 18 CCGT,11,0,6.831485e7
DE1 18,DE1 18 OCGT,11,0,2580.844
DE1 18,DE1 18 coal,11,0,4.649746
DE1 18,DE1 18 onwind,11,0,1.5960506e8
DE1 18,DE1 18 ror,11,0,6.3265268e7
DE1 18,DE1 18 solar,11,0,9.951144e7
DE1 19,DE1 19 CCGT,12,0,1.41222e7
DE1 19,DE1 19 OCGT,12,0,5.406165e6
DE1 19,DE1 19 biomass,12,0,9.642793e6
DE1 19,DE1 19 coal,12,0,4.714248
DE1 19,DE1 19 onwind,12,0,5.702492e7
DE1 19,DE1 19 ror,12,0,4.261677e7
DE1 19,DE1 19 solar,12,0,1.7209622e8
DE1 2,DE1 2 CCGT,13,0,906.71796
DE1 2,DE1 2 OCGT,13,0,730.64453
DE1 2,DE1 2 biomass,13,0,4.2746388e7
DE1 2,DE1 2 coal,13,0,4.4408517
DE1 2,DE1 2 onwind,13,0,1.462501e8
DE1 2,DE1 2 ror,13,0,4.333841e7
DE1 2,DE1 2 solar,13,0,8.0104184e7
DE1 3,DE1 3 CCGT,14,0,742950.3
DE1 3,DE1 3 OCGT,14,0,517.4535
DE1 3,DE1 3 biomass,14,0,7.229052e7
DE1 3,DE1 3 coal,14,0,4.6141114
DE1 3,DE1 3 lignite,14,0,5.0184226
DE1 3,DE1 3 oil,14,0,55.85358
DE1 3,DE1 3 onwind,14,0,3.3044694e8
DE1 3,DE1 3 ror,14,0,207498.34
DE1 3,DE1 3 solar,14,0,1.85639e8
DE1 4,DE1 4 CCGT,15,0,2.1479808e8
DE1 4,DE1 4 OCGT,15,0,8.98126e6
DE1 4,DE1 4 biomass,15,0,2.666031e7
DE1 4,DE1 4 coal,15,0,4.9366913
DE1 4,DE1 4 nuclear,15,0,9.359807e8
DE1 4,DE1 4 oil,15,0,89.420525
DE1 4,DE1 4 onwind,15,0,1.5157424e7
DE1 4,DE1 4 ror,15,0,2.820469e8
DE1 4,DE1 4 solar,15,0,1.3708881e9
DE1 5,DE1 5 CCGT,16,0,244.63254
DE1 5,DE1 5 OCGT,16,0,154.82416
DE1 5,DE1 5 biomass,16,0,1.1515018e7
DE1 5,DE1 5 coal,16,0,4.2798176
DE1 5,DE1 5 nuclear,16,0,8.6359904e8
DE1 5,DE1 5 offwind-ac,16,0,28.580149
DE1 5,DE1 5 offwind-dc,16,0,9.595677e8
DE1 5,DE1 5 oil,16,0,42.706417
DE1 5,DE1 5 onwind,16,0,3.4464392e9
DE1 5,DE1 5 ror,16,0,46073.973
DE1 5,DE1 5 solar,16,0,1.1495227e8
DE1 6,DE1 6 CCGT,17,0,2.833907e7
DE1 6,DE1 6 OCGT,17,0,1844.0945
DE1 6,DE1 6 lignite,17,0,5.09384
DE1 6,DE1 6 oil,17,0,34.756348
DE1 6,DE1 6 onwind,17,0,8.440073e7
DE1 6,DE1 6 ror,17,0,4.447655e7
DE1 6,DE1 6 solar,17,0,1.23445e8
DE1 7,DE1 7 CCGT,18,0,1.1428718e8
DE1 7,DE1 7 OCGT,18,0,9.094245e6
DE1 7,DE1 7 biomass,18,0,2.8631508e7
DE1 7,DE1 7 coal,18,0,4.729655
DE1 7,DE1 7 oil,18,0,49.147373
DE1 7,DE1 7 onwind,18,0,8.7724504e7
DE1 7,DE1 7 ror,18,0,4.398799e6
DE1 7,DE1 7 solar,18,0,6.879675e8
DE1 8,DE1 8 CCGT,19,0,2766.3699
DE1 8,DE1 8 OCGT,19,0,3373.7861
DE1 8,DE1 8 coal,19,0,4.4675035
DE1 8,DE1 8 lignite,19,0,4.744317
DE1 8,DE1 8 oil,19,0,55.27317
DE1 8,DE1 8 onwind,19,0,4.782128e8
DE1 8,DE1 8 ror,19,0,1.4620813e7
DE1 8,DE1 8 solar,19,0,1.13091896e8
DE1 9,DE1 9 CCGT,20,0,489.39978
DE1 9,DE1 9 OCGT,20,0,530.4005
DE1 9,DE1 9 biomass,20,0,2.6114008e7
DE1 9,DE1 9 coal,20,0,4.4362946
DE1 9,DE1 9 nuclear,20,0,8.479933e8
DE1 9,DE1 9 onwind,20,0,2.3358928e8
DE1 9,DE1 9 ror,20,0,389167.56
DE1 9,DE1 9 solar,20,0,1.0384681e8
ES1 0,ES1 0 CCGT,21,0,361.23422
ES1 0,ES1 0 coal,21,0,3.0239604
ES1 0,ES1 0 onwind,21,0,17.404758
ES1 0,ES1 0 solar,21,0,3.8048813e8
ES1 1,ES1 1 CCGT,22,0,2.7251784e7
ES1 1,ES1 1 OCGT,22,0,192.7519
ES1 1,ES1 1 coal,22,0,3.1380541
ES1 1,ES1 1 lignite,22,0,3.4951224
ES1 1,ES1 1 nuclear,22,0,9.5910784e8
ES1 1,ES1 1 onwind,22,0,4.465213e9
ES1 1,ES1 1 solar,22,0,6.039026e8
ES1 2,ES1 2 CCGT,23,0,2.040082e8
ES1 2,ES1 2 biomass,23,0,8.944719e6
ES1 2,ES1 2 coal,23,0,3.1503336
ES1 2,ES1 2 lignite,23,0,3.5151618
ES1 2,ES1 2 offwind-ac,23,0,7.5738
ES1 2,ES1 2 oil,23,0,109.69379
ES1 2,ES1 2 onwind,23,0,6.337966
ES1 2,ES1 2 solar,23,0,2.3337523e9
ES1 3,ES1 3 CCGT,24,0,6.3577988e7
ES1 3,ES1 3 OCGT,24,0,305.59848
ES1 3,ES1 3 coal,24,0,3.1666796
ES1 3,ES1 3 nuclear,24,0,5.1009894e8
ES1 3,ES1 3 offwind-ac,24,0,4.6288896
ES1 3,ES1 3 oil,24,0,118.09348
ES1 3,ES1 3 onwind,24,0,54.109577
ES1 3,ES1 3 solar,24,0,1.6928225e9
ES1 4,ES1 4 CCGT,25,0,9.140209e7
ES1 4,ES1 4 OCGT,25,0,174.03114
ES1 4,ES1 4 nuclear,25,0,5.286547e8
ES1 4,ES1 4 oil,25,0,63.528053
ES1 4,ES1 4 onwind,25,0,5.4636874
ES1 4,ES1 4 ror,25,0,2.9118294e7
ES1 4,ES1 4 solar,25,0,7.3039725e8
ES1 5,ES1 5 CCGT,26,0,5.4357145e6
ES1 5,ES1 5 nuclear,26,0,4.8200656e8
ES1 5,ES1 5 oil,26,0,64.74196
ES1 5,ES1 5 onwind,26,0,8.823175
ES1 5,ES1 5 solar,26,0,100.56233
ES1 6,ES1 6 CCGT,27,0,8.812232e7
ES1 6,ES1 6 OCGT,27,0,144.53891
ES1 6,ES1 6 offwind-ac,27,0,1.7735691
ES1 6,ES1 6 oil,27,0,102.87469
ES1 6,ES1 6 onwind,27,0,21.402119
ES1 6,ES1 6 solar,27,0,70.493004
ES1 7,ES1 7 CCGT,28,0,172.20943
ES1 7,ES1 7 coal,28,0,2.7225919
ES1 7,ES1 7 lignite,28,0,0.0
ES1 7,ES1 7 offwind-ac,28,0,3.1147098e8
ES1 7,ES1 7 oil,28,0,52.141975
ES1 7,ES1 7 onwind,28,0,5.348289e9
ES1 7,ES1 7 solar,28,0,21.755623
ES1 8,ES1 8 nuclear,29,0,9.543139e8
ES1 8,ES1 8 onwind,29,0,4.680123
ES1 8,ES1 8 solar,29,0,1.5721194e8
ES4 0,ES4 0 CCGT,30,0,3.7572668e7
ES4 0,ES4 0 coal,30,0,3.3027573
ES4 0,ES4 0 oil,30,0,127.41272
ES4 0,ES4 0 onwind,30,0,3.2417603e8
ES4 0,ES4 0 solar,30,0,1.8537083e8
FR1 0,FR1 0 CCGT,31,0,6.1132844e7
FR1 0,FR1 0 nuclear,31,0,9.941582e8
FR1 0,FR1 0 oil,31,0,130.85197
FR1 0,FR1 0 onwind,31,0,2.545279e7
FR1 0,FR1 0 solar,31,0,1.965927e7
FR1 1,FR1 1 onwind,32,0,7.3611364
FR1 1,FR1 1 ror,32,0,4.0041312e8
FR1 1,FR1 1 solar,32,0,8.712125e6
FR1 10,FR1 10 CCGT,33,0,6.0371364e7
FR1 10,FR1 10 nuclear,33,0,1.6427795e9
FR1 10,FR1 10 onwind,33,0,1.2165196e8
FR1 10,FR1 10 solar,33,0,5.2481715e6
FR1 11,FR1 11 nuclear,34,0,3.4297513e9
FR1 11,FR1 11 offwind-ac,34,0,6.590038
FR1 11,FR1 11 onwind,34,0,5.872633e7
FR1 11,FR1 11 ror,34,0,5.6078235e6
FR1 11,FR1 11 solar,34,0,5.0760992e8
FR1 12,FR1 12 onwind,35,0,1.5880093e7
FR1 12,FR1 12 ror,35,0,1.2253277e8
FR1 12,FR1 12 solar,35,0,2.665137e7
FR1 13,FR1 13 coal,36,0,0.0
FR1 13,FR1 13 nuclear,36,0,1.3024168e9
FR1 13,FR1 13 offwind-ac,36,0,79.26866
FR1 13,FR1 13 oil,36,0,111.908615
FR1 13,FR1 13 onwind,36,0,3.3131517e9
FR1 13,FR1 13 solar,36,0,8.811216e6
FR1 14,FR1 14 coal,37,0,4.299547
FR1 14,FR1 14 nuclear,37,0,2.8227648e9
FR1 14,FR1 14 offwind-ac,37,0,44.283382
FR1 14,FR1 14 offwind-dc,37,0,1.737984e9
FR1 14,FR1 14 onwind,37,0,1.1153152e9
FR1 14,FR1 14 solar,37,0,8.950993e8
FR1 15,FR1 15 onwind,38,0,1.0575807e8
FR1 15,FR1 15 solar,38,0,1.9192411e8
FR1 16,FR1 16 nuclear,39,0,2.016685e9
FR1 16,FR1 16 onwind,39,0,7.768398e6
FR1 16,FR1 16 ror,39,0,2.992672e8
FR1 16,FR1 16 solar,39,0,2.0655378e7
FR1 17,FR1 17 nuclear,40,0,3.099639e9
FR1 17,FR1 17 onwind,40,0,1.0314436e7
FR1 17,FR1 17 ror,40,0,3.8193315e8
FR1 17,FR1 17 solar,40,0,1.0858845e9
FR1 18,FR1 18 onwind,41,0,2.0385827e9
FR1 18,FR1 18 ror,41,0,4.855459e6
FR1 18,FR1 18 solar,41,0,3.4865116e7
FR1 2,FR1 2 coal,42,0,4.0817957
FR1 2,FR1 2 nuclear,42,0,3.1690668e9
FR1 2,FR1 2 offwind-ac,42,0,103.5796
FR1 2,FR1 2 oil,42,0,152.40886
FR1 2,FR1 2 onwind,42,0,9.8635736e7
FR1 2,FR1 2 solar,42,0,1.0456972e9
FR1 3,FR1 3 CCGT,43,0,4.4577428e7
FR1 3,FR1 3 nuclear,43,0,4.315433e9
FR1 3,FR1 3 offwind-ac,43,0,22.471552
FR1 3,FR1 3 offwind-dc,43,0,2.6121986e8
FR1 3,FR1 3 onwind,43,0,1.6655908e9
