Line,Existing_Trans_Capacity,New_Trans_Capacity,Total_Pipes,Fixed_Cost_Pipes
109,0.0,0.094577834,0.004682071,39346.38
110,0.0,14.4042635,0.7130824,1.7379188e7
111,0.0,2.857507e-5,1.4146075e-6,13.413857
112,0.0,29.27142,1.4490802,3.1106278e7
113,0.0,1.7159247,0.084946774,1.0445109e6
114,0.0,1.726111e-5,8.5451046e-7,22.407213
115,0.0,1.2298217,0.06088226,1.0525942e6
116,0.0,5.923501,0.29324263,6.257264e6
117,0.0,66.298096,3.282084,6.0772584e7
118,0.0,203.21524,10.060161,1.0504767e8
119,0.0,71.58863,3.5439916,4.375332e7
120,0.0,1.4045488e-5,6.953212e-7,8.662695
121,0.0,28.832872,1.42737,3.201917e7
122,0.0,6.1972773e-6,3.067959e-7,5.5603366
123,0.0,2.5321124,0.1253521,3.001626e6
124,0.0,1.0872541e-5,5.382446e-7,7.5763993
125,0.0,21.856802,1.0820199,1.4347863e7
126,0.0,0.14517738,0.007186999,79338.336
127,0.0,1.0344725e-5,5.121151e-7,8.331681
128,0.0,22.34792,1.1063327,1.6031783e7
129,0.0,4.9169283,0.24341229,4.4853505e6
130,0.0,1.4015286,0.0693826,1.4598642e6
131,0.0,28.029963,1.387622,3.875054e7
132,0.0,8.795576e-6,4.3542454e-7,15.305777
133,0.0,11.997781,0.59394956,1.1151345e7
134,0.0,23.57768,1.1672119,1.7933872e7
135,0.0,2.974505,0.14725272,2.6511422e6
136,0.0,2.974505,0.14725272,2.6511422e6
137,0.0,19.386585,0.959732,3.363341e7
138,0.0,13.437735,0.6652344,1.8544628e7
139,0.0,53.394394,2.643287,7.824668e7
140,0.0,66.53726,3.2939239,5.3833336e7
141,0.0,0.6181748,0.030602712,1.320679e6
142,0.0,5.021728e-5,2.486004e-6,117.4946
143,0.0,13.437735,0.6652344,1.8544628e7
144,0.0,67.77339,3.3551183,7.7580904e7
145,0.0,23.577682,1.167212,1.7933874e7
146,0.0,0.12665993,0.0062702936,324894.03
147,0.0,0.66024584,0.032685436,1.4089051e6
